date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:16	88561/88561	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:13%20GMT	http://obf.edu.pl/en/page/2/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/page/2/index.html	(from http://obf.edu.pl/en/)
14:21:16	1303/1303	---MC-	200	added ('OK')	application/rss+xml	etag:%227a2126370981bf388794b3710a721d17%22	http://obf.edu.pl/en/comments/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/comments/feed/index.html	(from http://obf.edu.pl/en/)
14:21:16	1045/1045	---MCZ	200	added ('OK')	text/xml	date:Tue,%2018%20Sep%202018%2016:54:51%20GMT	http://obf.edu.pl/wp-includes/wlwmanifest.xml	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-includes/wlwmanifest.xml	(from http://obf.edu.pl/en/)
14:21:16	581/581	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:21:16%20GMT	http://obf.edu.pl/feed/podcast	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/feed/podcast	(from http://obf.edu.pl/en/)
14:21:17	582/582	---M--	301	error ('Moved%20Permanently')	text/html	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/feed/podcast	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/feed/podcast	(from http://obf.edu.pl/en/)
14:21:17	120/120	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Sep%202018%2016:54:08%20GMT	http://obf.edu.pl/wp-content/plugins/qtranslate-x/flags/pl.png	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/plugins/qtranslate-x/flags/pl.png	(from http://obf.edu.pl/en/)
14:21:17	398/398	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Sep%202018%2016:54:08%20GMT	http://obf.edu.pl/wp-content/plugins/qtranslate-x/flags/gb.png	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/plugins/qtranslate-x/flags/gb.png	(from http://obf.edu.pl/en/)
14:21:17	616/616	---M--	302	error ('Moved%20Temporarily')	text/html	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/feed/podcast/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/feed/podcast/index.html	(from http://obf.edu.pl/en/)
14:21:18	42271/42271	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/feed/index.html	(from http://obf.edu.pl/en/)
14:21:18	566/566	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:21:17%20GMT	http://obf.edu.pl/pl/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/index.html	(from http://obf.edu.pl/en/)
14:21:18	270048/270048	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:21:16%20GMT	http://obf.edu.pl/en/wp-json/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/index.html	(from http://obf.edu.pl/en/)
14:21:18	641/641	---M--	200	added ('OK')	image/png	etag:%22dcc9fa16d7af06e6%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2014/09/logo_obf_no_lang-e1412078258369.png?fit=32%2C32	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2014/09/logo_obf_no_lang-e14120782583697398.png	(from http://obf.edu.pl/en/)
14:21:18	6475/6475	---M--	200	added ('OK')	image/png	etag:%2290b8986215ac2f6a%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2014/09/logo_obf_no_lang-e1412078258369.png?fit=150%2C151	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2014/09/logo_obf_no_lang-e141207825836987cc.png	(from http://obf.edu.pl/en/)
14:21:23	60505/60505	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20May%202021%2011:12:39%20GMT	http://obf.edu.pl/wp-content/themes/twentyten/images/headers/berries.jpg	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/themes/twentyten/images/headers/berries.jpg	(from http://obf.edu.pl/en/)
14:21:23	29790/29790	---M--	200	added ('OK')	image/jpeg	etag:%22e22133372105befe%22	https://i2.wp.com/obf.edu.pl/wp-content/uploads/2020/02/labofdance-net.jpg?resize=640%2C190	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i2.wp.com/obf.edu.pl/wp-content/uploads/2020/02/labofdance-netfb87.jpg	(from http://obf.edu.pl/en/)
14:21:23	43119/43119	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:18%20GMT	http://obf.edu.pl/en/category/wydarzenia/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/wydarzenia/index.html	(from http://obf.edu.pl/en/)
14:21:23	44606/44606	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:19%20GMT	http://obf.edu.pl/en/category/wydarzenia/c21-kawiarnia-fn/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/wydarzenia/c21-kawiarnia-fn/index.html	(from http://obf.edu.pl/en/)
14:21:24	3934/3934	---M--	200	added ('OK')	image/jpeg	etag:%22cc4534957f6821e4%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/mnisw.jpg?resize=221%2C47	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/mniswd76a.jpg	(from http://obf.edu.pl/en/)
14:21:24	31381/31381	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:23%20GMT	http://obf.edu.pl/en/category/wydarzenia/wyklady/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/wydarzenia/wyklady/index.html	(from http://obf.edu.pl/en/)
14:21:25	29567/29567	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:23%20GMT	http://obf.edu.pl/en/konferencje/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/konferencje/index.html	(from http://obf.edu.pl/en/)
14:21:25	27323/27323	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:24%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2014/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2014/index.html	(from http://obf.edu.pl/en/)
14:21:26	44347/44347	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:23%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/index.html	(from http://obf.edu.pl/en/)
14:21:27	24464/24464	---M--	200	added ('OK')	image/jpeg	etag:%2217f315d69649fad2%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/10avant-net.jpg?resize=640%2C193	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/10avant-net644f.jpg	(from http://obf.edu.pl/en/)
14:21:27	11001/11001	---M--	200	added ('OK')	image/jpeg	etag:%22e01d75b80bae6537%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/cover-12020-1086x1536-2.jpg?resize=224%2C317	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/cover-12020-1086x1536-23e44.jpg	(from http://obf.edu.pl/en/)
14:21:27	25233/25233	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:25%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2013/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2013/index.html	(from http://obf.edu.pl/en/)
14:21:27	27142/27142	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:25%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2012/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2012/index.html	(from http://obf.edu.pl/en/)
14:21:27	3739/3739	---M--	200	added ('OK')	image/jpeg	etag:%225c370ace92029e38%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/mnisw.jpg?resize=197%2C42	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/mnisw9962.jpg	(from http://obf.edu.pl/en/)
14:21:28	25546/25546	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:27%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2011/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2011/index.html	(from http://obf.edu.pl/en/)
14:21:28	25426/25426	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:27%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2010/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2010/index.html	(from http://obf.edu.pl/en/)
14:21:30	18546/18546	---M--	200	added ('OK')	image/jpeg	etag:%22f6a1ee96e992d170%22	https://i0.wp.com/obf.edu.pl/wp-content/uploads/2020/02/ccc_2020_poster.jpg?resize=232%2C328	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i0.wp.com/obf.edu.pl/wp-content/uploads/2020/02/ccc_2020_poster954f.jpg	(from http://obf.edu.pl/en/)
14:21:30	26887/26887	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:27%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2009/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew-2009/index.html	(from http://obf.edu.pl/en/)
14:21:30	25619/25619	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:28%20GMT	http://obf.edu.pl/en/wydawnictwo-obf/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wydawnictwo-obf/index.html	(from http://obf.edu.pl/en/)
14:21:30	27190/27190	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:28%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/previous-knews/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/previous-knews/index.html	(from http://obf.edu.pl/en/)
14:21:31	37415/37415	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:30%20GMT	http://obf.edu.pl/en/category/avant/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/avant/index.html	(from http://obf.edu.pl/en/)
14:21:32	26516/26516	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:30%20GMT	http://obf.edu.pl/en/wydawnictwo-obf/biblioteka-obf/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wydawnictwo-obf/biblioteka-obf/index.html	(from http://obf.edu.pl/en/)
14:21:32	3925/3925	---M--	200	added ('OK')	image/jpeg	etag:%2276977ad2732cb2a2%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/mnisw.jpg?resize=216%2C46	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2020/02/mnisw12a0.jpg	(from http://obf.edu.pl/en/)
14:21:32	37782/37782	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:31%20GMT	http://obf.edu.pl/en/wydawnictwo-obf/conference-proceedings/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wydawnictwo-obf/conference-proceedings/index.html	(from http://obf.edu.pl/en/)
14:21:33	29352/29352	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:31%20GMT	http://obf.edu.pl/en/o-nas/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/o-nas/index.html	(from http://obf.edu.pl/en/)
14:21:33	31675/31675	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:32%20GMT	http://obf.edu.pl/en/sklad-osobowy/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/sklad-osobowy/index.html	(from http://obf.edu.pl/en/)
14:21:33	29326/29326	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:32%20GMT	http://obf.edu.pl/en/o-nas/kontakt/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/o-nas/kontakt/index.html	(from http://obf.edu.pl/en/)
14:21:34	9627/9627	---M--	200	added ('OK')	image/jpeg	etag:%22fab9c19679062acf%22	https://i0.wp.com/obf.edu.pl/wp-content/uploads/2016/05/cognitive_web.jpg?resize=300%2C202	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i0.wp.com/obf.edu.pl/wp-content/uploads/2016/05/cognitive_webefea.jpg	(from http://obf.edu.pl/en/)
14:21:34	28853/28853	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:33%20GMT	http://obf.edu.pl/en/author/witold1/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/author/witold1/index.html	(from http://obf.edu.pl/en/)
14:21:34	40658/40658	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:33%20GMT	http://obf.edu.pl/en/laboratory-of-dance-dance-as-a-vantage-point/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/laboratory-of-dance-dance-as-a-vantage-point/index.html	(from http://obf.edu.pl/en/)
14:21:35	44692/44692	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:33%20GMT	http://obf.edu.pl/en/category/c1-aktualnoci/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c1-aktualnoci/index.html	(from http://obf.edu.pl/en/)
14:21:36	38753/38753	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:34%20GMT	http://obf.edu.pl/en/history-and-philosophy-of-madness-avant-111-2/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/history-and-philosophy-of-madness-avant-111-2/index.html	(from http://obf.edu.pl/en/)
14:21:36	40112/40112	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:35%20GMT	http://obf.edu.pl/en/history-and-philosophy-of-madness-avant-111/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/history-and-philosophy-of-madness-avant-111/index.html	(from http://obf.edu.pl/en/)
14:21:38	40315/40315	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:21:36%20GMT	http://obf.edu.pl/en/varieties-of-meaning-and-content/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/varieties-of-meaning-and-content/index.html	(from http://obf.edu.pl/en/)
14:22:36	373293/373293	---M--	200	added ('OK')	application/zip	date:Tue,%2018%20Sep%202018%2016:54:31%20GMT	http://obf.edu.pl/wp-content/uploads/2016/05/Human-and-Citizens-Rights-in-a-Magdalena-Gawin-Barbara-Markie.mobi_.zip	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/uploads/2016/05/Human-and-Citizens-Rights-in-a-Magdalena-Gawin-Barbara-Markie.mobi_.zip	(from http://obf.edu.pl/en/)
14:22:38	22523/22523	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:37%20GMT	http://obf.edu.pl/en/category/ccc/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/ccc/index.html	(from http://obf.edu.pl/en/)
14:22:38	385848/385848	---M--	200	added ('OK')	application/zip	date:Tue,%2018%20Sep%202018%2016:54:31%20GMT	http://obf.edu.pl/wp-content/uploads/2016/05/Human-and-Citizens-Rights-in-a-Magdalena-Gawin-Barbara-Markie.epub_.zip	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/uploads/2016/05/Human-and-Citizens-Rights-in-a-Magdalena-Gawin-Barbara-Markie.epub_.zip	(from http://obf.edu.pl/en/)
14:22:40	40890/40890	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:39%20GMT	http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/index.html	(from http://obf.edu.pl/en/)
14:22:42	6467/6467	---M--	200	added ('OK')	image/png	etag:%22ba2586a15fd1cd71%22	https://i1.wp.com/obf.edu.pl/wp-content/uploads/2014/09/logo_obf_no_lang_small.png?fit=160%2C159	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/i1.wp.com/obf.edu.pl/wp-content/uploads/2014/09/logo_obf_no_lang_smallb674.png	(from http://obf.edu.pl/en/)
14:22:43	45063/45063	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:42%20GMT	http://obf.edu.pl/en/author/admin/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/author/admin/index.html	(from http://obf.edu.pl/en/)
14:22:44	758/758	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2030%20May%202023%2023:23:14%20GMT	http://obf.edu.pl/wp-content/plugins/jetpack/_inc/build/photon/photon.min.js?ver=20191001	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/plugins/jetpack/_inc/build/photon/photon.min1c52.js	(from http://obf.edu.pl/en/)
14:22:46	38262/38262	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:44%20GMT	http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/index.html	(from http://obf.edu.pl/en/)
14:22:46	737/737	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2030%20May%202023%2023:23:14%20GMT	http://obf.edu.pl/wp-content/plugins/jetpack/_inc/build/facebook-embed.min.js	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/plugins/jetpack/_inc/build/facebook-embed.min.js	(from http://obf.edu.pl/en/)
14:22:48	23815/23815	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:46%20GMT	http://obf.edu.pl/en/author/bmjastrzebski/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/author/bmjastrzebski/index.html	(from http://obf.edu.pl/en/)
14:22:49	1478/1478	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20May%202023%2023:22:12%20GMT	http://obf.edu.pl/wp-includes/js/wp-embed.min.js?ver=5.7.12	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-includes/js/wp-embed.min9a72.js	(from http://obf.edu.pl/en/)
14:22:50	24254/24254	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:49%20GMT	http://obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/index.html	(from http://obf.edu.pl/en/)
14:22:51	7370/7370	---MCZ	200	added ('OK')	application/javascript	etag:W/14421-1717166113530.9253	https://stats.wp.com/e-202431.js	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/stats.wp.com/e-202431.js	(from http://obf.edu.pl/en/)
14:22:56	33255/33255	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:51%20GMT	http://obf.edu.pl/en/tag/featured/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/tag/featured/index.html	(from http://obf.edu.pl/en/)
14:23:00	40055/40055	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:22:56%20GMT	http://obf.edu.pl/en/english-preliminary-schedule/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-preliminary-schedule/index.html	(from http://obf.edu.pl/en/)
14:23:01	794/794	---M--	200	added ('OK')	image/png	date:Wed,%2019%20May%202021%2011:12:39%20GMT	http://obf.edu.pl/wp-content/themes/twentyten/images/wordpress.png	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/wp-content/themes/twentyten/images/wordpress.png	(from http://obf.edu.pl/wp-content/themes/twentyten/style.css?ver=20190507)
14:23:02	23449/23449	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:23:00%20GMT	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/index.html	(from http://obf.edu.pl/en/)
